sid,Value,age,dialect,trial_type,item,group,variant,clause1voice,clause2voice,mismatch,clause1,clause2,sentence
2,1,24,British English,filler,15,C,lower-bound elliptical,NA,NA,NA,,,Beth's mother invited more people to her wedding than were by Beth herself.
2,2,24,British English,experimental,5,C,[A ← A],active,active,FALSE,Before the advisor did,the old schoolmaster praised the student,Before the advisor did%2C the old schoolmaster praised the student.
2,3,24,British English,filler,17,C,lower-bound elliptical,NA,NA,NA,,,Most people can't lift heavy rocks%2C but I know a guy who can and bend a crowbar%2C too.
18,5,21,American English,filler,26,D,upper-bound non-elliptical,NA,NA,NA,,,Since you're not answering my question%2C I will assume that you don't know the answer.
18,3,21,American English,experimental,8,D,[A ← A],active,active,FALSE,Before the lawyer did,the policeman’s question surprised the witness,Before the lawyer did%2C the policeman’s question surprised the witness.
18,2,21,American English,filler,41,D,lower-bound non-elliptical,NA,NA,NA,,,The police found the painting that the journalist claimed who stole.
18,5,21,American English,filler,34,D,upper-bound non-elliptical,NA,NA,NA,,,Environmentally aware citizens recycle plastic bags.
18,4,21,American English,experimental,13,D,[P ← P],passive,passive,FALSE,After Jill was already,the new girl was pushed again by Bill,After Jill was already%2C the new girl was pushed again by Bill.
18,4,21,American English,filler,23,D,lower-bound elliptical,NA,NA,NA,,,Joe was murdered%2C but we don't know who.
18,4,21,American English,filler,16,D,lower-bound elliptical,NA,NA,NA,,,Bill admires Sarah more than she is by anyone else.
18,4,21,American English,experimental,1,D,[P ← P],passive,passive,FALSE,Before her sister was,Mary was scolded by her father,Before her sister was%2C Mary was scolded by her father.
18,5,21,American English,filler,3,D,upper-bound elliptical,NA,NA,NA,,,I wish I knew where the remote control is%2C but I don't.
18,3,21,American English,filler,40,D,lower-bound non-elliptical,NA,NA,NA,,,What did you meet a janitor that hates?
18,4,21,American English,experimental,6,D,[A ← P],active,passive,TRUE,Before her French aunt did,Mary was given French classes by her French grandmother,Before her French aunt did%2C Mary was given French classes by her French grandmother.
18,4,21,American English,filler,17,D,lower-bound elliptical,NA,NA,NA,,,Most people can't lift heavy rocks%2C but I know a guy who can and bend a crowbar%2C too.
18,2,21,American English,filler,38,D,lower-bound non-elliptical,NA,NA,NA,,,Whose didn't you get email?
18,5,21,American English,experimental,5,D,[P ← P],passive,passive,FALSE,Before the Teaching Assistant was,the student was praised by the old schoolmaster,Before the Teaching Assistant was%2C the student was praised by the old schoolmaster.
18,5,21,American English,filler,10,D,upper-bound elliptical,NA,NA,NA,,,If you really want to%2C we can get some ice cream on the way.
18,5,21,American English,filler,25,D,upper-bound non-elliptical,NA,NA,NA,,,I can't hear the announcement but I don't care.
18,3,21,American English,experimental,2,D,[A ← P],active,passive,TRUE,Before the lawyer did,the report was first read by the judge,Before the lawyer did%2C the report was first read by the judge.
18,5,21,American English,filler,8,D,upper-bound elliptical,NA,NA,NA,,,Somebody else should take out the garbage because I can't today.
18,5,21,American English,filler,2,D,upper-bound elliptical,NA,NA,NA,,,The thief was arrested and his brother was as well.
18,4,21,American English,experimental,18,D,[A ← P],active,passive,TRUE,After the buyer did already,the table was criticized by the seller,After the buyer did already%2C the table was criticized by the seller.
18,5,21,American English,filler,27,D,upper-bound non-elliptical,NA,NA,NA,,,Stop me when my time is up!
18,3,21,American English,filler,14,D,lower-bound elliptical,NA,NA,NA,,,Even in areas where tap water is potable%2C one shouldn't.
18,3,21,American English,experimental,23,D,[P ← A],passive,active,TRUE,After the records office was previously,the department head called the library,After the records office was previously%2C the department head called the library.
18,3,21,American English,filler,19,D,lower-bound elliptical,NA,NA,NA,,,I know why it happened but it wasn't.
18,4,21,American English,filler,15,D,lower-bound elliptical,NA,NA,NA,,,Beth's mother invited more people to her wedding than were by Beth herself.
18,4,21,American English,experimental,24,D,[A ← A],active,active,FALSE,After the professor did already,Tom criticized the local writers,After the professor did already%2C Tom criticized the local writers.
18,5,21,American English,filler,28,D,upper-bound non-elliptical,NA,NA,NA,,,Sometimes Susan has a hard time keeping up in class.
18,4,21,American English,filler,47,D,lower-bound non-elliptical,NA,NA,NA,,,Don't do what he who doesn't hasn't yet been done.
18,5,21,American English,experimental,16,D,[A ← A],active,active,FALSE,After the Germans did previously,the Cubans beat the volleyball team,After the Germans did previously%2C the Cubans beat the volleyball team.
18,3,21,American English,filler,13,D,lower-bound elliptical,NA,NA,NA,,,A proof that God exists doesn't.
18,5,21,American English,filler,29,D,upper-bound non-elliptical,NA,NA,NA,,,Good coaches know which players play well under pressure.
18,4,21,American English,experimental,9,D,[P ← P],passive,passive,FALSE,Before the metal workers were,the autoworkers were exploited by the local business,Before the metal workers were%2C the autoworkers were exploited by the local business.
18,5,21,American English,filler,6,D,upper-bound elliptical,NA,NA,NA,,,This is fascinating%2C it really is.
18,4,21,American English,filler,12,D,upper-bound elliptical,NA,NA,NA,,,Mr. Jones lost his wallet and he has no idea where.
18,5,21,American English,experimental,4,D,[A ← A],active,active,FALSE,Before the announcer did,the talk-show host hugged the winner,Before the announcer did%2C the talk-show host hugged the winner.
18,3,21,American English,filler,48,D,lower-bound non-elliptical,NA,NA,NA,,,The author wasn't sure who she heard who ran into.
18,5,21,American English,filler,31,D,upper-bound non-elliptical,NA,NA,NA,,,The soccer player was happy with his performance.
18,4,21,American English,experimental,12,D,[A ← A],active,active,FALSE,Before the insurance company did,the child’s parents blamed the doctor,Before the insurance company did%2C the child’s parents blamed the doctor.
18,5,21,American English,filler,30,D,upper-bound non-elliptical,NA,NA,NA,,,The older daughter taught her younger sister how to cook.
18,5,21,American English,filler,36,D,upper-bound non-elliptical,NA,NA,NA,,,You enjoy Action TV shows while I prefer documentaries.
18,3,21,American English,experimental,22,D,[A ← P],active,passive,TRUE,After Sandra did already,the secret recipe was revealed by Kate,After Sandra did already%2C the secret recipe was revealed by Kate.
18,2,21,American English,filler,46,D,lower-bound non-elliptical,NA,NA,NA,,,What do you wish that to buy would be no problem?
18,5,21,American English,filler,1,D,upper-bound elliptical,NA,NA,NA,,,The reporter claimed that the decision wasn't made by the president%2C even though it most definitely was.
18,2,21,American English,experimental,7,D,[P ← A],passive,active,TRUE,Before her sisters were,Susan’s bank offered her a loan,Before her sisters were%2C Susan’s bank offered her a loan.
18,5,21,American English,filler,33,D,upper-bound non-elliptical,NA,NA,NA,,,Most readers didn't expect the final plot twist.
18,3,21,American English,filler,24,D,lower-bound elliptical,NA,NA,NA,,,Hailey melted the copper vase%2C and the magnesium one did%2C too.
18,2,21,American English,experimental,3,D,[P ← A],passive,active,TRUE,Before the policeman was,the Mayor first praised the fireman,Before the policeman was%2C the Mayor first praised the fireman.
18,5,21,American English,filler,5,D,upper-bound elliptical,NA,NA,NA,,,The lawyer became angry and he shouldn't have.
18,1,21,American English,filler,44,D,lower-bound non-elliptical,NA,NA,NA,,,The man wondered whether is worth reading what for him.
18,2,21,American English,experimental,11,D,[P ← A],passive,active,TRUE,Before the witness was,the police questioned the suspect,Before the witness was%2C the police questioned the suspect.
18,1,21,American English,filler,42,D,lower-bound non-elliptical,NA,NA,NA,,,Claire isn't as fast anymore as the reporter remembers who was five years ago.
18,2,21,American English,filler,9,D,upper-bound elliptical,NA,NA,NA,,,Bob's always wanted to travel to Bolivia and now he finally did.
18,3,21,American English,experimental,21,D,[P ← P],passive,passive,FALSE,After the 200 meter one was previously,the 400 meter record was broken by Phelps,After the 200 meter one was previously%2C the 400 meter record was broken by Phelps.
18,5,21,American English,filler,4,D,upper-bound elliptical,NA,NA,NA,,,Some guests brought drinks to the party although they didn't have to.
18,4,21,American English,filler,20,D,lower-bound elliptical,NA,NA,NA,,,Does he understand why and who didn't?
18,3,21,American English,experimental,14,D,[A ← P],active,passive,TRUE,After Immigration did previously,the student was questioned by Customs,After Immigration did previously%2C the student was questioned by Customs.
18,2,21,American English,filler,22,D,lower-bound elliptical,NA,NA,NA,,,That Harry is a fool bothers Dick%2C and that Bill is a fool Sam.
18,5,21,American English,filler,32,D,upper-bound non-elliptical,NA,NA,NA,,,The cellist made a mistake in her favorite piece.
18,3,21,American English,experimental,10,D,[A ← P],active,passive,TRUE,Before the TV networks did,the Mayor was interviewed by the newspapers,Before the TV networks did%2C the Mayor was interviewed by the newspapers.
18,2,21,American English,filler,21,D,lower-bound elliptical,NA,NA,NA,,,Betsy did after Peter went to the store.
18,3,21,American English,filler,43,D,lower-bound non-elliptical,NA,NA,NA,,,Who did the press secretary ask a question before we interviewed?
18,3,21,American English,experimental,17,D,[P ← P],passive,passive,FALSE,After the lead singer herself was earlier,the guitarist was booed by the audience,After the lead singer herself was earlier%2C the guitarist was booed by the audience.
18,2,21,American English,filler,39,D,lower-bound non-elliptical,NA,NA,NA,,,Most photographers forget whose they took picture within a day.
18,5,21,American English,filler,11,D,upper-bound elliptical,NA,NA,NA,,,John knew he would fall asleep eventually%2C but he didn't know when.
18,4,21,American English,experimental,20,D,[A ← A],active,active,FALSE,After Sally did previously,Jill photographed the house,After Sally did previously%2C Jill photographed the house.
18,3,21,American English,filler,7,D,upper-bound elliptical,NA,NA,NA,,,Your son was worried that you'll be angry so I told him you won't.
18,2,21,American English,filler,18,D,lower-bound elliptical,NA,NA,NA,,,Kevin's diaper may be wet%2C but he won't.
18,4,21,American English,experimental,15,D,[P ← A],passive,active,TRUE,After the CEO was on Monday,the IRS investigated the accountant on Tuesday,After the CEO was on Monday%2C the IRS investigated the accountant on Tuesday.
18,2,21,American English,filler,45,D,lower-bound non-elliptical,NA,NA,NA,,,The mechanic didn't know what the attempt to repair ultimately damaged the car.
